age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,CATE
34,management,married,tertiary,no,606,no,no,cellular,20,apr,97,0,-1,0,unknown,1,-0.3908513133007875
28,student,single,secondary,no,0,no,no,cellular,20,apr,185,0,-1,0,unknown,1,-0.21337498473935887
42,admin.,divorced,secondary,no,527,no,yes,cellular,20,apr,112,0,-1,0,unknown,1,-1.188176475910296
54,unemployed,divorced,secondary,no,309,no,no,cellular,20,apr,241,0,-1,0,unknown,1,-0.7908917703200086
27,blue-collar,married,secondary,no,4333,no,no,cellular,20,apr,163,0,-1,0,unknown,1,-0.9311230700939539
73,retired,married,primary,no,253,no,no,cellular,20,apr,345,0,-1,0,unknown,1,-0.7238647156927941
33,management,single,tertiary,no,6807,no,no,cellular,20,apr,163,0,-1,0,unknown,1,-0.9627175891156061
51,entrepreneur,married,tertiary,no,83,no,no,cellular,20,apr,267,1,-1,0,unknown,1,0.7321535771791372
32,management,single,tertiary,no,819,yes,no,cellular,20,apr,114,1,-1,0,unknown,1,0.5440400080719988
33,technician,married,secondary,no,1968,yes,no,cellular,20,apr,1817,1,-1,0,unknown,1,-1.2588413577230815
26,services,single,secondary,no,136,no,no,cellular,20,apr,120,0,-1,0,unknown,1,-0.6020099806960456
32,technician,single,secondary,no,1995,yes,no,cellular,20,apr,121,0,-1,0,unknown,1,-0.6962677686500841
41,blue-collar,divorced,primary,no,285,yes,no,cellular,20,apr,1272,1,-1,0,unknown,1,-0.32587401403573074
39,blue-collar,married,unknown,no,621,yes,no,cellular,20,apr,1333,1,-1,0,unknown,1,-0.33831299177348184
24,student,single,secondary,no,597,yes,no,cellular,20,apr,943,1,-1,0,unknown,1,-0.017890252962897087
37,blue-collar,divorced,secondary,no,0,yes,no,cellular,21,apr,146,1,-1,0,unknown,1,0.8336306017402154
35,management,single,tertiary,no,1750,yes,no,cellular,21,apr,333,1,-1,0,unknown,1,0.6081292591504842
26,student,single,tertiary,no,10086,no,no,cellular,21,apr,110,1,-1,0,unknown,1,0.42933177091527247
29,technician,single,secondary,no,3466,no,no,cellular,21,apr,274,0,-1,0,unknown,1,-0.3177306007927047
63,retired,married,unknown,no,2193,no,no,telephone,21,apr,1348,1,-1,0,unknown,1,-0.6762242548487531
95,retired,divorced,primary,no,2282,no,no,telephone,21,apr,207,1,-1,0,unknown,1,1.2384637772097666
65,retired,married,tertiary,no,1973,no,no,telephone,21,apr,396,1,-1,0,unknown,1,0.5363030482607067
59,technician,married,secondary,no,10925,no,no,cellular,21,apr,100,0,-1,0,unknown,1,-0.7783792386138034
35,management,single,tertiary,no,704,no,no,cellular,21,apr,164,0,-1,0,unknown,1,-0.8092835110899638
74,retired,married,secondary,no,9480,no,no,cellular,21,apr,211,0,-1,0,unknown,1,-0.6482401117911206
56,unemployed,married,primary,no,3391,no,no,cellular,21,apr,243,0,-1,0,unknown,1,-0.4251047062084137
26,student,single,tertiary,no,1134,no,no,cellular,21,apr,464,1,-1,0,unknown,1,0.0699132874563521
30,blue-collar,single,unknown,no,6281,no,no,cellular,21,apr,149,1,-1,0,unknown,1,0.5439914146266629
29,self-employed,married,secondary,no,123,no,yes,cellular,21,apr,158,1,181,1,success,1,0.323477803948922
78,retired,married,primary,no,8556,no,no,telephone,21,apr,137,1,-1,0,unknown,1,0.367535198314154
45,unknown,divorced,unknown,no,0,no,no,cellular,21,apr,278,1,-1,0,unknown,1,0.6283418998191185
29,blue-collar,single,secondary,no,2,yes,yes,cellular,21,apr,379,1,-1,0,unknown,1,0.55988775948064
39,admin.,married,tertiary,no,1108,no,no,cellular,21,apr,204,0,-1,0,unknown,1,-0.6656041440230852
45,management,married,tertiary,no,212,no,no,cellular,21,apr,65,1,-1,0,unknown,1,0.9560341907257284
45,technician,married,tertiary,no,5110,no,no,cellular,22,apr,341,1,-1,0,unknown,1,0.5584244438338368
36,student,single,secondary,no,17,no,no,cellular,22,apr,621,0,-1,0,unknown,1,-0.09459226830876791
41,unknown,single,unknown,no,942,no,no,cellular,22,apr,219,0,-1,0,unknown,1,-0.7231787625977923
38,technician,married,secondary,no,0,yes,no,cellular,22,apr,315,0,-1,0,unknown,1,-0.6545468818889145
33,admin.,married,tertiary,no,882,no,no,cellular,22,apr,104,0,183,4,failure,1,-0.6540062608257864
30,services,married,tertiary,no,81,no,no,cellular,22,apr,145,0,-1,0,unknown,1,-0.5132500661861468
65,retired,married,primary,no,276,no,no,cellular,22,apr,229,0,-1,0,unknown,1,-1.016630742574752
75,retired,married,tertiary,no,2991,no,no,cellular,22,apr,240,0,-1,0,unknown,1,-0.3538986796341653
65,management,divorced,tertiary,no,90,yes,no,cellular,22,apr,416,0,-1,0,unknown,1,-0.5233425191366368
53,management,married,tertiary,no,3754,no,no,cellular,22,apr,307,0,278,2,failure,1,-0.2772941157018619
40,management,married,primary,no,395,yes,no,cellular,22,apr,232,1,-1,0,unknown,1,1.1412453847271273
31,admin.,single,tertiary,no,676,yes,no,cellular,22,apr,124,1,343,2,other,1,0.7274304287930843
25,student,single,secondary,no,8,no,no,cellular,22,apr,107,1,-1,0,unknown,1,0.5973666889925988
37,technician,married,secondary,no,0,yes,no,cellular,22,apr,1288,1,-1,0,unknown,1,-0.5561182336873768
32,management,single,tertiary,no,2069,no,no,cellular,22,apr,545,0,-1,0,unknown,1,-0.5019652498508697
45,management,married,tertiary,no,506,no,no,cellular,23,apr,229,1,-1,0,unknown,1,0.7478902152512198
35,management,married,tertiary,no,8,no,no,cellular,23,apr,93,1,-1,0,unknown,1,0.7264217678878581
74,retired,married,primary,no,670,no,no,cellular,23,apr,266,1,-1,0,unknown,1,0.468981898254054
37,management,married,tertiary,no,0,yes,no,cellular,23,apr,242,1,153,7,failure,1,1.1902705239871356
59,blue-collar,married,primary,no,1939,no,no,cellular,23,apr,172,0,-1,0,unknown,1,-0.9953546546217503
76,management,married,unknown,no,1780,yes,no,telephone,23,apr,413,1,-1,0,unknown,1,1.2180278542445464
25,blue-collar,single,secondary,no,0,no,no,cellular,23,apr,163,0,-1,0,unknown,1,-0.6474479477853121
27,services,single,secondary,no,955,no,no,cellular,23,apr,206,0,-1,0,unknown,1,-0.7475789110274872
39,admin.,married,secondary,no,732,no,no,cellular,23,apr,522,1,-1,0,unknown,1,0.25273593112404213
24,services,single,unknown,no,2022,no,no,cellular,23,apr,159,1,-1,0,unknown,1,0.5091991898698088
28,blue-collar,single,tertiary,no,4099,no,no,cellular,23,apr,116,1,-1,0,unknown,1,0.6465362858838956
51,management,married,tertiary,no,4917,no,no,cellular,23,apr,113,0,-1,0,unknown,1,-0.5762450039086154
66,retired,married,primary,no,2883,no,no,cellular,23,apr,158,0,-1,0,unknown,1,-1.2092062836002546
28,unemployed,single,primary,no,1374,no,no,cellular,23,apr,203,1,-1,0,unknown,1,0.4006932210678357
30,management,single,tertiary,no,398,no,no,cellular,24,apr,235,1,-1,0,unknown,1,0.9922236500689344
58,blue-collar,married,secondary,no,3027,yes,no,cellular,24,apr,160,0,-1,0,unknown,1,-1.504663650990724
32,management,single,tertiary,no,2974,yes,no,cellular,24,apr,227,0,4,1,failure,1,-0.6824470556041294
31,technician,single,tertiary,no,1081,no,no,cellular,24,apr,202,1,261,2,failure,1,0.2884090901569383
71,technician,married,tertiary,no,383,no,no,cellular,27,apr,388,1,-1,0,unknown,1,0.48697758779839956
37,admin.,married,tertiary,no,3913,yes,no,cellular,27,apr,124,0,-1,0,unknown,1,-0.7553150916348143
56,management,divorced,tertiary,no,3287,no,no,cellular,27,apr,497,0,-1,0,unknown,1,-0.2951473531053835
65,retired,married,primary,no,3629,no,no,cellular,27,apr,148,0,-1,0,unknown,1,-1.1362089127312256
72,self-employed,married,tertiary,no,132,no,no,cellular,27,apr,444,0,-1,0,unknown,1,-0.42467692840872323
51,admin.,single,secondary,no,726,yes,no,cellular,27,apr,89,1,-1,0,unknown,1,0.9544865364255427
35,blue-collar,married,secondary,no,149,yes,no,cellular,29,apr,507,1,349,1,other,1,0.28375957485726194
34,blue-collar,married,secondary,no,640,yes,no,cellular,29,apr,636,1,-1,0,unknown,1,0.2168150772242952
29,admin.,married,secondary,no,7707,yes,no,cellular,29,apr,961,1,334,2,failure,1,0.08695569498893883
30,technician,single,tertiary,no,53,no,no,cellular,29,apr,375,0,-1,0,unknown,1,-0.2762869563736075
39,technician,single,secondary,no,15,yes,no,cellular,30,apr,510,0,-1,0,unknown,1,-0.7766619628420424
45,management,married,tertiary,no,242,no,no,cellular,30,apr,587,0,-1,0,unknown,1,-0.5702773386300959
28,admin.,single,secondary,no,377,no,no,cellular,30,apr,571,0,-1,0,unknown,1,-0.5670722652278389
52,unemployed,married,secondary,no,94,no,no,cellular,30,apr,244,0,-1,0,unknown,1,-0.888563218293596
59,retired,married,primary,no,363,no,no,cellular,30,apr,400,0,-1,0,unknown,1,-0.5927768189265178
38,services,married,secondary,no,1970,yes,no,cellular,30,apr,701,0,176,1,success,1,-0.004731714707177372
47,technician,married,secondary,no,1167,yes,no,cellular,30,apr,968,0,87,5,failure,1,-0.13292175713481819
52,management,married,tertiary,no,193,no,no,cellular,30,apr,381,0,269,1,failure,1,-0.4988129804919551
38,management,married,tertiary,no,0,yes,no,cellular,30,apr,571,0,-1,0,unknown,1,-0.34957379641647035
29,student,single,secondary,no,78,no,no,cellular,30,apr,239,0,-1,0,unknown,1,-0.48926181200880575
36,unemployed,single,tertiary,no,1291,no,no,cellular,30,apr,195,0,86,1,success,1,-0.4481391494135883
58,retired,married,tertiary,no,1425,no,no,cellular,30,apr,224,0,-1,0,unknown,1,-0.9479825115151521
31,technician,married,tertiary,no,3382,no,no,cellular,30,apr,739,0,-1,0,unknown,1,-0.20695831900719724
59,retired,divorced,secondary,no,5583,yes,no,cellular,30,apr,720,0,-1,0,unknown,1,-0.051228364991711704
47,blue-collar,married,secondary,no,1230,yes,no,cellular,30,apr,412,0,169,1,success,1,-0.48595961940573623
36,admin.,married,secondary,no,96,no,no,cellular,30,apr,208,0,87,1,success,1,-0.4424104944344636
21,student,single,secondary,no,224,no,no,cellular,30,apr,871,0,-1,0,unknown,1,0.13081623207906545
23,student,single,secondary,no,0,no,no,cellular,30,apr,297,0,83,6,success,1,0.10817856254245795
47,blue-collar,married,secondary,no,1730,yes,no,cellular,30,apr,231,0,-1,0,unknown,1,-1.1846766921963365
29,management,single,tertiary,no,697,no,no,cellular,30,apr,365,0,85,1,success,1,-0.016274001436634458
25,management,single,tertiary,no,943,no,no,cellular,30,apr,512,0,-1,0,unknown,1,-0.6573398843695994
37,technician,married,secondary,no,1458,no,no,cellular,30,apr,281,0,-1,0,unknown,1,-1.0207093920896293
33,admin.,married,secondary,no,95,yes,no,cellular,30,apr,335,0,-1,0,unknown,1,-0.8388432535987075
59,technician,married,secondary,no,2308,no,no,cellular,30,apr,815,0,87,1,other,1,-0.01935443521748569
58,management,divorced,tertiary,no,5701,no,no,cellular,30,apr,354,0,87,1,success,1,-0.006137973014620466
44,blue-collar,married,unknown,no,1529,yes,no,cellular,30,apr,347,0,-1,0,unknown,1,-1.0090730002740862
48,blue-collar,married,secondary,no,292,no,no,cellular,30,apr,271,0,79,1,success,1,-0.6105220758290971
34,self-employed,married,primary,no,7468,yes,yes,cellular,30,apr,383,0,-1,0,unknown,1,-1.053558914760371
42,technician,married,unknown,no,1559,no,no,cellular,30,apr,368,0,-1,0,unknown,1,-1.1745971552984398
54,admin.,divorced,secondary,no,1693,no,no,cellular,30,apr,1277,0,87,2,other,1,0.4357525367141537
42,technician,married,tertiary,no,757,no,no,cellular,30,apr,354,0,79,1,success,1,-0.15074755217481517
42,blue-collar,married,primary,no,201,yes,no,cellular,30,apr,841,0,85,2,failure,1,-0.22104061779778392
44,self-employed,divorced,tertiary,no,1070,yes,no,cellular,30,apr,381,0,160,2,other,1,-0.7660299886149644
37,blue-collar,married,secondary,no,1330,no,no,cellular,30,apr,390,0,-1,0,unknown,1,-1.0633620357035773
29,student,single,secondary,no,314,no,no,cellular,30,apr,465,0,-1,0,unknown,1,-0.37003920558484105
47,unknown,married,unknown,no,677,no,no,cellular,30,apr,900,1,86,2,failure,1,-0.8213815723066864
24,management,single,tertiary,no,2845,no,no,cellular,30,apr,779,1,-1,0,unknown,1,-0.046742447117962375
34,admin.,single,secondary,no,-32,no,yes,cellular,30,apr,246,1,-1,0,unknown,1,0.541599146021857
30,management,single,tertiary,no,398,no,no,cellular,30,apr,554,0,6,2,success,1,0.6721663585299975
46,technician,married,secondary,no,0,no,no,cellular,30,apr,200,0,259,2,other,1,-0.747186002743793
34,services,married,secondary,no,1337,no,no,cellular,30,apr,442,0,-1,0,unknown,1,-0.5805560321989754
59,retired,married,secondary,no,493,no,no,cellular,30,apr,237,0,-1,0,unknown,1,-0.9260240773194914
35,management,single,tertiary,no,1750,yes,no,cellular,30,apr,687,0,9,3,success,1,0.21303446270083037
33,technician,married,tertiary,no,4401,no,no,cellular,30,apr,439,0,-1,0,unknown,1,-0.7043169663780299
35,management,married,tertiary,no,193,yes,no,cellular,30,apr,565,0,13,1,failure,1,-0.4738470983482935
37,management,married,tertiary,no,5106,no,no,cellular,30,apr,244,0,-1,0,unknown,1,-0.8348467301131248
35,admin.,single,tertiary,no,994,no,no,cellular,30,apr,400,0,87,2,failure,1,-0.7488815030077723
38,technician,single,tertiary,no,1101,no,no,cellular,30,apr,800,0,-1,0,unknown,1,-0.21564952242557506
33,blue-collar,single,unknown,no,129,yes,yes,cellular,30,apr,482,0,161,1,failure,1,-0.8508164080307346
42,management,married,tertiary,no,6060,yes,no,cellular,30,apr,316,0,350,2,failure,1,-0.754531425454891
33,management,married,tertiary,no,55,no,no,cellular,30,apr,526,1,87,3,failure,1,0.2234859435467158
53,management,married,tertiary,no,1624,no,no,cellular,30,apr,284,1,84,3,success,1,-0.01271111547912022
53,services,married,secondary,no,341,no,no,cellular,30,apr,423,1,-1,0,unknown,1,0.3388426548135677
31,management,single,tertiary,no,2016,no,no,cellular,30,apr,209,0,-1,0,unknown,1,-0.4368332495764277
26,admin.,single,secondary,no,255,no,no,cellular,30,apr,457,0,80,1,success,1,0.40024060064187383
30,technician,single,secondary,no,4684,yes,no,cellular,30,apr,268,1,-1,0,unknown,1,0.6673097457955496
24,admin.,single,secondary,no,1052,no,no,cellular,30,apr,354,0,-1,0,unknown,1,-1.2168140253881712
28,management,single,tertiary,no,1808,no,no,cellular,30,apr,309,0,-1,0,unknown,1,-0.6435712757460745
26,unemployed,single,tertiary,no,3511,no,no,cellular,30,apr,439,1,-1,0,unknown,1,0.09209505659982462
35,technician,married,secondary,no,518,yes,no,cellular,30,apr,616,0,-1,0,unknown,1,-0.4836929650142494
28,technician,single,secondary,no,227,no,no,cellular,30,apr,278,0,-1,0,unknown,1,-1.5263893915162072
30,admin.,single,secondary,no,270,no,no,cellular,30,apr,437,0,80,1,success,1,0.5073305045858025
32,management,married,tertiary,no,4733,no,no,cellular,30,apr,532,0,-1,0,unknown,1,-0.331908933826214
52,self-employed,married,tertiary,no,6657,no,no,telephone,30,apr,917,0,-1,0,unknown,1,-0.06694005277588926
38,management,married,tertiary,no,613,no,no,cellular,30,apr,242,0,86,1,success,1,-1.3324465571819033
34,self-employed,single,tertiary,no,5462,no,no,cellular,30,apr,430,0,-1,0,unknown,1,-0.5316229594110109
29,technician,single,secondary,no,674,no,no,cellular,30,apr,483,0,13,5,success,1,0.20966050626013563
30,management,single,tertiary,no,364,no,no,cellular,30,apr,306,1,-1,0,unknown,1,0.5192221821010746
31,services,single,secondary,no,181,no,no,cellular,30,apr,325,0,-1,0,unknown,1,-0.7720379626381744
24,student,single,primary,no,474,no,no,cellular,30,apr,551,0,-1,0,unknown,1,-0.12355030407668553
25,management,single,tertiary,no,219,no,no,cellular,30,apr,458,0,-1,0,unknown,1,-0.5208942536222695
47,management,single,tertiary,no,86,no,no,cellular,30,apr,387,1,87,1,success,1,-0.028405578274155824
33,student,single,unknown,no,1170,no,no,cellular,30,apr,352,0,-1,0,unknown,1,-0.9037088921008408
34,admin.,single,tertiary,no,18,yes,yes,cellular,30,apr,359,0,-1,0,unknown,1,-0.43303634080957654
36,technician,single,tertiary,no,197,no,no,cellular,30,apr,260,0,-1,0,unknown,1,-0.9972218902254419
50,management,married,tertiary,no,938,no,no,cellular,30,apr,780,0,-1,0,unknown,1,-0.17794982997829872
34,management,single,tertiary,no,1228,no,no,cellular,30,apr,580,1,84,8,success,1,-0.21219235017541313
54,technician,divorced,secondary,no,2156,yes,no,cellular,30,apr,258,0,86,5,success,1,-0.5017436877314005
47,technician,married,tertiary,no,2408,no,no,cellular,30,apr,376,0,-1,0,unknown,1,-0.6088320387557232
31,admin.,married,secondary,no,35,no,no,cellular,30,apr,615,0,-1,0,unknown,1,-0.3629128152429974
36,management,married,tertiary,no,393,yes,no,cellular,30,apr,555,1,-1,0,unknown,1,0.3861300649640309
35,services,married,unknown,no,618,no,no,cellular,30,apr,951,0,-1,0,unknown,1,-0.011115893404719097
25,student,single,secondary,no,1608,no,no,cellular,30,apr,664,1,-1,0,unknown,1,0.02620177847748732
46,management,married,tertiary,no,699,no,no,cellular,30,apr,970,0,87,1,failure,1,0.09193514407750288
49,entrepreneur,single,secondary,no,5802,no,no,cellular,30,apr,618,1,-1,0,unknown,1,0.4124549247399748
47,blue-collar,married,primary,no,2749,yes,no,cellular,30,apr,774,1,164,1,failure,1,0.2667050857143352
35,management,single,tertiary,no,1162,no,no,cellular,30,apr,175,0,-1,0,unknown,1,-1.3024112985043368
30,technician,married,secondary,no,776,no,no,cellular,30,apr,861,1,-1,0,unknown,1,-0.01213587625158662
31,management,single,tertiary,no,1619,no,no,cellular,30,apr,327,1,-1,0,unknown,1,0.12862167649712752
55,admin.,married,secondary,no,139,no,no,cellular,30,apr,241,0,-1,0,unknown,1,-0.9552024467056117
25,admin.,single,secondary,no,2816,no,no,cellular,30,apr,327,0,-1,0,unknown,1,-0.9843950760478316
26,technician,single,secondary,no,507,no,no,cellular,30,apr,380,0,-1,0,unknown,1,-1.1237004715297116
85,retired,married,primary,no,98,no,no,cellular,30,apr,416,0,-1,0,unknown,1,-0.43032189986132297
29,management,single,tertiary,no,2753,no,no,cellular,30,apr,645,0,-1,0,unknown,1,-0.2300676456330704
39,management,married,tertiary,no,0,no,no,cellular,30,apr,342,1,22,3,other,1,0.3540343014447471
33,blue-collar,single,secondary,no,498,no,no,cellular,30,apr,301,0,-1,0,unknown,1,-1.0266481379146364
33,blue-collar,single,tertiary,no,700,no,no,cellular,30,apr,169,0,80,2,success,1,-0.38448929156115225
58,management,married,tertiary,no,4152,yes,no,cellular,30,apr,750,1,164,4,other,1,0.23745299134630854
61,retired,divorced,secondary,no,927,no,no,cellular,30,apr,427,1,-1,0,unknown,1,0.38155562267999965
50,admin.,single,secondary,no,2252,no,no,cellular,30,apr,652,1,-1,0,unknown,1,0.20134974406951275
54,technician,married,secondary,no,0,no,no,telephone,30,apr,766,1,84,3,success,1,-0.14729641912111557
33,technician,married,tertiary,no,0,no,no,cellular,30,apr,227,1,-1,0,unknown,1,0.576547766829104
36,admin.,single,secondary,no,728,no,no,cellular,30,apr,230,0,-1,0,unknown,1,-1.2930057002415627
31,management,single,tertiary,no,354,no,no,cellular,30,apr,502,0,9,2,success,1,0.6332779335740134
24,student,single,secondary,no,382,no,no,cellular,30,apr,567,1,-1,0,unknown,1,0.00840917215945027
29,management,single,tertiary,no,36252,yes,no,cellular,30,apr,501,0,-1,0,unknown,1,-0.24871108229523092
40,management,married,tertiary,no,158,no,no,telephone,30,apr,712,1,-1,0,unknown,1,0.265977803220226
29,blue-collar,single,secondary,no,734,yes,yes,cellular,30,apr,259,0,296,1,other,1,-0.7466683296168056
30,admin.,single,tertiary,no,305,no,no,cellular,30,apr,633,0,85,2,success,1,0.7635593508947666
45,blue-collar,married,secondary,no,10252,no,no,cellular,4,may,675,1,-1,0,unknown,1,0.5238506561883202
37,management,single,tertiary,no,3141,no,no,cellular,4,may,384,1,-1,0,unknown,1,0.8142355725892346
28,unemployed,single,primary,no,236,no,no,cellular,4,may,193,0,87,3,failure,1,-0.957151098847296
33,management,single,tertiary,no,5437,no,no,cellular,4,may,267,0,91,1,failure,1,-0.49713456062883693
33,technician,married,secondary,no,133,no,no,cellular,4,may,218,0,-1,0,unknown,1,-0.6357201010448201
45,blue-collar,married,secondary,no,640,yes,no,cellular,4,may,447,0,-1,0,unknown,1,-0.5389272784447986
25,student,single,tertiary,no,253,no,no,cellular,4,may,597,0,-1,0,unknown,1,-0.12554480549393146
41,blue-collar,married,secondary,no,5060,no,no,cellular,4,may,963,0,83,3,success,1,0.32111739052867416
38,technician,divorced,secondary,no,902,yes,no,cellular,4,may,301,1,90,1,success,1,0.39152272751889017
47,technician,married,secondary,no,335,no,no,cellular,4,may,417,0,76,1,success,1,-0.2963545009754222
49,management,married,tertiary,no,1,no,no,telephone,4,may,1076,1,175,1,success,1,-0.4269986292327339
42,admin.,single,secondary,no,1451,yes,no,cellular,4,may,251,1,-1,0,unknown,1,0.9767969525298236
33,technician,single,tertiary,no,1636,yes,no,cellular,4,may,592,0,66,1,success,1,0.04733100122848736
36,admin.,married,tertiary,no,3221,no,no,cellular,4,may,322,1,-1,0,unknown,1,1.1252742492637997
60,technician,married,secondary,no,316,no,no,cellular,4,may,545,1,263,4,failure,1,0.390831435830191
33,technician,married,secondary,no,2044,yes,no,cellular,4,may,532,1,-1,0,unknown,1,0.6383635687394061
33,technician,married,secondary,no,557,no,no,cellular,4,may,367,0,-1,0,unknown,1,-0.45548878177028096
33,services,single,secondary,no,489,yes,no,cellular,4,may,297,1,334,1,other,1,0.7139288317503438
32,student,single,tertiary,no,1138,no,no,cellular,4,may,214,1,83,3,success,1,-0.016665455761971655
36,self-employed,married,secondary,no,188,yes,yes,cellular,4,may,1046,1,333,2,success,1,-0.16770483672733746
45,technician,married,secondary,no,1998,no,no,cellular,4,may,237,1,-1,0,unknown,1,1.038054607069573
35,management,married,tertiary,no,520,yes,no,cellular,4,may,458,1,17,5,failure,1,0.5777164077897762
38,management,divorced,tertiary,no,6368,yes,no,cellular,4,may,922,1,-1,0,unknown,1,0.22134031401266013
30,self-employed,married,tertiary,no,2666,no,no,cellular,4,may,781,1,89,1,success,1,-0.16040822972824217
31,technician,married,secondary,no,4182,yes,no,cellular,4,may,347,1,-1,0,unknown,1,1.8887377457781618
32,self-employed,divorced,tertiary,no,3271,no,no,cellular,4,may,949,1,-1,0,unknown,1,0.2009475824830174
44,self-employed,married,unknown,no,163,yes,no,cellular,4,may,364,1,-1,0,unknown,1,0.9818289561820948
39,management,single,tertiary,no,1515,yes,no,cellular,4,may,815,1,167,6,failure,1,0.324058664347165
45,blue-collar,married,primary,no,803,yes,no,cellular,4,may,742,1,-1,0,unknown,1,0.7790045329306267
32,blue-collar,single,secondary,no,400,no,no,cellular,4,may,268,1,-1,0,unknown,1,0.6106476002028622
39,management,single,tertiary,no,2454,yes,no,cellular,4,may,716,1,263,2,failure,1,0.3472631042884039
30,management,single,tertiary,no,533,no,no,cellular,4,may,365,1,-1,0,unknown,1,0.6735626765772958
63,management,married,unknown,no,2352,no,no,telephone,4,may,475,1,-1,0,unknown,1,1.017855166012045
56,retired,married,primary,no,9367,no,no,cellular,4,may,617,1,-1,0,unknown,1,0.37589537106285137
26,technician,single,secondary,no,237,yes,no,cellular,4,may,1091,1,-1,0,unknown,1,-0.034123941797460124
37,student,single,unknown,no,444,no,no,cellular,4,may,1063,1,-1,0,unknown,1,-0.2597799623917431
29,management,single,tertiary,no,9407,no,no,cellular,4,may,267,1,-1,0,unknown,1,0.7184811065207309
24,student,single,secondary,no,387,no,no,telephone,4,may,340,1,-1,0,unknown,1,1.2469768621475856
35,entrepreneur,married,secondary,no,2971,no,no,cellular,4,may,429,1,164,2,failure,1,0.448946714123259
43,technician,married,tertiary,no,2643,no,no,telephone,4,may,331,1,-1,0,unknown,1,1.8640157446734296
39,blue-collar,married,secondary,no,261,no,no,cellular,4,may,841,1,-1,0,unknown,1,0.3123962115346959
59,retired,divorced,secondary,no,514,no,no,cellular,4,may,673,1,90,1,success,1,-0.15683160065746288
50,blue-collar,married,primary,no,5872,yes,no,cellular,5,may,762,1,-1,0,unknown,1,0.856022988337283
44,services,divorced,secondary,no,-368,yes,no,cellular,5,may,895,0,-1,0,unknown,1,-0.7388835019958622
35,student,single,secondary,no,188,yes,no,cellular,5,may,863,0,78,8,success,1,0.26701243787484297
30,blue-collar,married,secondary,no,61,yes,no,cellular,5,may,525,0,-1,0,unknown,1,-0.55213072527832
58,admin.,married,secondary,no,2160,yes,yes,cellular,5,may,1090,0,-1,0,unknown,1,-0.337178204320459
37,management,married,tertiary,no,658,yes,no,cellular,5,may,838,0,-1,0,unknown,1,-0.44624300270807243
39,management,married,tertiary,no,0,yes,no,cellular,5,may,811,1,-1,0,unknown,1,0.22900834454473562
31,blue-collar,single,secondary,no,196,yes,no,cellular,5,may,568,0,341,7,failure,1,-0.4275850067928595
33,self-employed,single,tertiary,no,94,yes,no,cellular,5,may,955,1,-1,0,unknown,1,0.13307504574797102
41,management,married,tertiary,no,326,yes,no,cellular,5,may,788,0,-1,0,unknown,1,-0.35782988674548144
44,services,married,secondary,no,-395,yes,no,cellular,5,may,894,0,-1,0,unknown,1,-0.676931615515418
46,blue-collar,married,unknown,no,9328,yes,no,cellular,5,may,725,1,-1,0,unknown,1,0.6610385606275433
30,technician,single,secondary,no,-522,yes,yes,cellular,5,may,670,1,286,6,failure,1,0.6783332174823619
35,admin.,married,secondary,no,1286,yes,no,cellular,5,may,862,1,337,1,other,1,0.30413655623077707
27,admin.,married,secondary,no,710,yes,yes,cellular,6,may,653,0,334,2,success,1,-0.17601162491945588
39,technician,divorced,tertiary,yes,3,no,no,cellular,6,may,488,0,-1,0,unknown,1,-0.33577445065989975
32,self-employed,single,tertiary,no,0,yes,no,cellular,6,may,767,0,-1,0,unknown,1,-0.3994643849042325
37,technician,divorced,secondary,no,141,yes,no,cellular,6,may,848,0,364,3,failure,1,-0.26646053043840195
31,technician,single,secondary,no,53,yes,yes,cellular,6,may,530,0,-1,0,unknown,1,-0.876512308491884
30,management,divorced,tertiary,no,415,yes,yes,cellular,6,may,984,0,343,4,failure,1,-0.17031221080230186
34,entrepreneur,married,tertiary,no,0,yes,no,cellular,6,may,611,0,183,1,failure,1,-0.5213417836221026
31,blue-collar,single,secondary,no,1979,yes,yes,cellular,6,may,1205,0,-1,0,unknown,1,-0.15379553217286676
27,admin.,married,secondary,no,0,yes,no,cellular,6,may,837,0,-1,0,unknown,1,-0.4868767553471983
36,management,single,tertiary,no,7506,yes,no,cellular,6,may,839,1,188,1,success,1,-0.19467201270744566
32,admin.,married,secondary,no,752,yes,no,cellular,6,may,519,1,166,5,failure,1,0.5938583146478226
49,management,married,secondary,no,99,yes,no,cellular,6,may,687,1,343,1,failure,1,0.5020954941057473
29,admin.,single,secondary,no,266,yes,no,cellular,6,may,540,0,-1,0,unknown,1,-0.8433187370260192
29,admin.,single,secondary,no,27,yes,no,cellular,6,may,754,0,-1,0,unknown,1,-0.5897573582247888
28,blue-collar,single,secondary,no,524,yes,no,cellular,6,may,554,1,-1,0,unknown,1,0.2567124105516768
60,management,married,tertiary,no,5990,yes,no,cellular,6,may,396,1,-1,0,unknown,1,0.6388091816292342
33,management,married,secondary,no,3935,yes,no,cellular,6,may,765,0,342,2,failure,1,-0.2869371741461033
35,management,married,tertiary,no,991,yes,no,cellular,6,may,1489,1,-1,0,unknown,1,-0.40788152648321696
31,management,single,tertiary,no,59,yes,yes,cellular,6,may,1347,1,363,1,failure,1,-0.32101950347673136
40,management,married,tertiary,no,1598,yes,yes,cellular,6,may,1074,1,344,3,failure,1,0.18242385150618273
